name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chicago,2006-01-18,1.5,-5.8,-2.3,-2.4,-13.9,-8.5,-8.6,62.4,0,0,0,,0,0,48.2,30.1,254.4,1009,81,15.9,,,,,2006-01-18T07:14:19,2006-01-18T16:48:03,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-01-19,12.7,0.5,6.7,12.7,-3.2,4.8,1.7,71,0,0,0,rain,0,0.2,,27.4,195.1,1009.1,47.2,15.9,,,,,2006-01-19T07:13:45,2006-01-19T16:49:15,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-01-20,8.9,0.1,2.6,7,-5.7,-1.5,-0.1,83,12.838,100,37.5,"rain,snow",3.4,2.1,,27.6,18.8,1014.7,87.5,8.2,,,,,2006-01-20T07:13:08,2006-01-20T16:50:28,0.71,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-01-21,0.4,-4.9,-2.2,-0.3,-8.6,-5.6,-4.2,86.4,2.253,100,41.67,"rain,snow",1.9,5.7,,20.4,281.4,1026.4,51,9.3,,,,,2006-01-21T07:12:29,2006-01-21T16:51:42,0.74,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-01-22,1.7,-5.8,-2.1,1.7,-6.9,-3.1,-3.6,89.5,0.3,100,16.67,"rain,snow",0,5.2,,9.7,241.6,1029.2,71.6,6.9,,,,,2006-01-22T07:11:48,2006-01-22T16:52:56,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-01-23,-1.3,-4.6,-3,-6,-11.3,-7.8,-5.1,86,0,0,0,,0,4.2,48.2,28.4,242.4,1020.7,70.9,7.4,,,,,2006-01-23T07:11:04,2006-01-23T16:54:11,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-01-24,4,-1.7,1.9,-1.8,-7.6,-4,-2.2,75.1,0,0,0,,0,2.9,64.6,45.6,258.7,1007.7,91.4,12.5,,,,,2006-01-24T07:10:19,2006-01-24T16:55:26,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-01-25,1.8,-2.8,-0.2,-2.7,-7.4,-5.3,-6.8,61.7,0,0,0,,0,0.9,55.4,31.6,302.8,1025,40.7,16,,,,,2006-01-25T07:09:32,2006-01-25T16:56:42,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-01-26,5.9,-5,0.3,2.9,-7.2,-2.1,-5.7,66.1,0,0,0,,0,0.3,,22,193.1,1031.3,5.3,15.5,,,,,2006-01-26T07:08:43,2006-01-26T16:57:58,0.91,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-01-27,9.3,1.4,4.9,5.9,-3.7,0.8,-2.8,58.1,0,0,0,,0,0.2,53.6,33.4,196.6,1025.6,49.6,16,,,,,2006-01-27T07:07:52,2006-01-27T16:59:14,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-01-28,10.1,3.8,7,10.1,0.6,4.2,3.1,76.8,8.379,100,50,rain,0,0,48.2,30.5,176,1016.1,91.5,14,,,,,2006-01-28T07:06:59,2006-01-28T17:00:31,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-01-29,9.7,4.2,7.7,6.9,-1,4,5.9,88.7,10.191,100,54.17,rain,0,0,55,31.7,239.1,997.6,98.3,12.6,,,,,2006-01-29T07:06:04,2006-01-29T17:01:48,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-01-30,4.1,-0.1,1.5,-0.4,-5.3,-3.2,-1.5,80.1,0.011,100,4.17,"rain,snow",0,0,50,24.7,287.9,1006,98.1,14.4,,,,,2006-01-30T07:05:07,2006-01-30T17:03:05,0.04,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-01-31,2.7,-0.9,0.8,-0.9,-5.6,-3.3,-3.5,73.2,0,0,0,,0,0,,18.2,255,1013.8,79,15.4,,,,,2006-01-31T07:04:09,2006-01-31T17:04:22,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880"
Chicago,2006-02-01,8.9,1.1,4.4,5.2,-2.9,0.4,-0.5,70.6,0.011,100,4.17,rain,0,0,,31.8,227.4,1006.3,86,15.5,,,,,2006-02-01T07:03:08,2006-02-01T17:05:39,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-02,5.9,-1.3,1.9,4.2,-3.4,0.1,-0.9,82.2,0,0,0,,0,0,,13.6,135.4,1005.1,69.3,10.4,,,,,2006-02-02T07:02:06,2006-02-02T17:06:57,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-03,7,-0.7,2.6,3.8,-5.8,-0.4,0.5,86.8,5.671,100,37.5,"rain,snow",0.1,0.1,,22.9,254.3,1004.2,95.5,9.8,,,,,2006-02-03T07:01:03,2006-02-03T17:08:14,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-04,0,-4.1,-1.5,-4.3,-10.6,-7.2,-4.4,80.4,0,0,0,"rain,snow",0.4,0.4,,27.6,318.2,1007.9,99.5,12.7,,,,,2006-02-04T06:59:57,2006-02-04T17:09:32,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-05,0.9,-6,-2.7,-3.5,-13.4,-8.7,-7.8,68.8,0,0,0,snow,0.2,0.6,,24.9,304,1008.8,72,15.5,,,,,2006-02-05T06:58:50,2006-02-05T17:10:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-06,1.9,-6.9,-2.6,-3.2,-13.1,-8.4,-12.3,49.6,0,0,0,,0,0.1,48.2,31.3,290,1016.8,6.4,16,,,,,2006-02-06T06:57:42,2006-02-06T17:12:06,0.28,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-07,0.1,-7.1,-3.2,-4.6,-12,-7.7,-13.2,47.1,0,0,0,"rain,snow",0.2,0.1,,18.7,312.4,1021.3,63.7,16,,,,,2006-02-07T06:56:31,2006-02-07T17:13:24,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-08,-1.1,-5.3,-3.2,-5.9,-10.5,-8.5,-9.8,61,0.047,100,12.5,"rain,snow",0.1,0.3,,24.8,348.2,1022.7,87.6,13.6,,,,,2006-02-08T06:55:20,2006-02-08T17:14:41,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-09,-0.6,-8.5,-3.9,-4.2,-14.4,-8.8,-11.7,56,0.011,100,4.17,"rain,snow",0,0.3,,19.3,250.1,1023.1,54.4,15.4,,,,,2006-02-09T06:54:07,2006-02-09T17:15:58,0.38,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-10,2.8,-3.6,-0.3,1.3,-8.4,-3.7,-4.3,74.7,0.03,100,4.17,"rain,snow",0.3,0.1,,15.8,239.8,1015.9,97.5,13.3,,,,,2006-02-10T06:52:52,2006-02-10T17:17:15,0.42,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-11,0.9,-2.3,-0.5,-1.5,-6.8,-4.4,-3.6,79.5,1.049,100,25,"rain,snow",0.5,0.6,,19.2,357.4,1017.8,95.3,11.1,,,,,2006-02-11T06:51:36,2006-02-11T17:18:31,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-12,-1.9,-4.5,-3,-6.4,-9.2,-7.8,-7.6,71.5,0.018,100,4.17,"rain,snow",0.2,0.7,,20.2,305.3,1016.4,98.3,13.8,,,,,2006-02-12T06:50:19,2006-02-12T17:19:48,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-13,2.3,-8.2,-2.9,-0.8,-16,-8.6,-9.6,61,0.011,100,4.17,"rain,snow",0,0.1,57,34.2,234.6,1011.8,53.5,15.7,,,,,2006-02-13T06:49:00,2006-02-13T17:21:04,0.52,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-14,12.9,-3.5,3.7,12.9,-8.4,0.6,-3.9,60.8,0,0,0,,0,0,,28.6,216.7,1009.3,31.9,14.7,,,,,2006-02-14T06:47:40,2006-02-14T17:22:20,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-02-15,6.5,0.9,2.9,3,-5.5,-1.4,-1.9,71.4,1.675,100,12.5,"rain,snow",0,0,,32,24.9,1016.3,80.6,15.2,,,,,2006-02-15T06:46:19,2006-02-15T17:23:36,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72534014819,72530594892,72212604879,74466504838,72534714880,72534514834"
Chicago,2006-02-16,4.5,-4.5,1.2,1.4,-12.5,-4.1,0,91.5,22.318,100,75,"rain,snow",0,0,57.2,35.7,16.9,1009.6,99.9,7.8,,,,,2006-02-16T06:44:56,2006-02-16T17:24:52,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-17,-3.7,-13.4,-7.1,-9.2,-23.6,-14.8,-13.9,59.2,0,0,0,,0,0,56.7,35.9,306.5,1031.4,55.3,15.9,,,,,2006-02-17T06:43:33,2006-02-17T17:26:07,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-18,-13.2,-21.1,-16.8,-21.6,-32.9,-26.4,-25.5,47.9,0,0,0,,0,0,,26.7,309.3,1037.9,15.4,16,,,,,2006-02-18T06:42:08,2006-02-18T17:27:22,0.69,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-19,-7,-17,-11.8,-14.2,-25.4,-19.5,-19.6,54.4,0,0,0,,0,0,,25,249.8,1030.6,33.5,16,,,,,2006-02-19T06:40:42,2006-02-19T17:28:37,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-20,0.1,-10.4,-5.1,-6.1,-17.1,-11.5,-13.1,54.7,0,0,0,,0,0,50,32.1,231.1,1018.4,42.6,16,,,,,2006-02-20T06:39:15,2006-02-20T17:29:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-21,2.9,-6.4,-1.7,-0.5,-11,-5.5,-8.9,59.6,0,0,0,,0,0,,23.9,252.3,1014.4,18.4,15.6,,,,,2006-02-21T06:37:47,2006-02-21T17:31:06,0.75,Clear,Clear conditions throughout the day.,clear-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-22,7.9,-2.4,2.1,5.5,-6.2,-1,-5.3,59.8,0,0,0,,0,0,,17.5,248.7,1011.2,43.9,14.4,,,,,2006-02-22T06:36:18,2006-02-22T17:32:20,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-23,5.9,-2.5,0.9,1.9,-7,-3.3,-7.3,55.5,0,0,0,,0,0,,25.4,286.7,1016.8,27.4,16,,,,,2006-02-23T06:34:48,2006-02-23T17:33:34,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-24,7.7,-6.4,1.2,3.5,-9,-2.4,-8.7,49.5,0,0,0,,0,0,51.3,34.4,184.3,1021.7,63.9,16,,,,,2006-02-24T06:33:17,2006-02-24T17:34:47,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-25,5.7,-4.5,-0.1,1.9,-10.6,-5.6,-11,45.5,0,0,0,,0,0,57.2,32.2,332.3,1025.8,21.3,16,,,,,2006-02-25T06:31:46,2006-02-25T17:36:00,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-26,0.9,-8.8,-3.3,-3.2,-14,-7.7,-16.9,37.5,0,0,0,,0,0,,21.7,291.4,1030.5,51.1,16,,,,,2006-02-26T06:30:13,2006-02-26T17:37:13,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-27,3.3,-2.3,0.1,0.3,-8.6,-4.2,-8.8,53.1,0,0,0,,0,0,,27.8,52.5,1017.6,75.3,16,,,,,2006-02-27T06:28:40,2006-02-27T17:38:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-02-28,2.3,-3.2,-0.5,-1,-9.3,-5.4,-8.8,54.9,0,0,0,,0,0,,22.5,73.9,1015.9,67.2,16,,,,,2006-02-28T06:27:06,2006-02-28T17:39:37,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-01,5.4,-0.3,2.4,1.9,-4.8,-1.8,-7.2,49.8,0,0,0,,0,0,,26,79.6,1011.3,70.8,16,,,,,2006-03-01T06:25:31,2006-03-01T17:40:49,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-02,3.7,-2.6,0.9,1.7,-5.5,-3.3,-4.1,69.3,0.051,100,12.5,"rain,snow",0,0,,28,328.3,1012.8,81,15.1,,,,,2006-03-02T06:23:55,2006-03-02T17:42:01,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-03,1.8,-4.5,-1.6,-2.1,-7.6,-5.5,-7.5,65.4,0,0,0,,0,0,,23.5,4.4,1027.4,38.9,15.5,,,,,2006-03-03T06:22:19,2006-03-03T17:43:12,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-04,3.4,-4,-1.1,0.2,-8.6,-4.7,-7.1,64.7,0,0,0,"rain,snow",0.6,0.2,,18.1,25.3,1030.8,54.9,15.9,,,,,2006-03-04T06:20:42,2006-03-04T17:44:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-05,0.5,-3.3,-1,-1.9,-5.6,-3.8,-3.2,85.9,4.64,100,37.5,"rain,snow",1.4,1.2,,14.2,129.7,1024.8,86.8,9.2,,,,,2006-03-05T06:19:04,2006-03-05T17:45:34,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-06,2,-0.5,0.8,0.5,-3.4,-2.1,-0.6,91.1,1.115,100,41.67,"rain,snow",0.6,2.1,,20.1,358.2,1021.1,92.9,7.1,,,,,2006-03-06T06:17:26,2006-03-06T17:46:44,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-07,5.9,-4.3,1.4,2.2,-6.6,-1.1,-4.1,70.2,1.658,100,25,"rain,snow",0,0.8,55.4,23.4,162.6,1024.2,54.9,11.9,,,,,2006-03-07T06:15:47,2006-03-07T17:47:54,0.26,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-08,11.5,3.8,7.3,11.5,-0.2,4.6,4,80.3,4.084,100,41.67,rain,0,0.1,,26.5,182.2,1006,82.4,9.2,,,,,2006-03-08T06:14:08,2006-03-08T17:49:04,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-09,13.8,3.3,10.3,13.8,-1.3,9.2,9.2,93,15.351,100,50,rain,0,0,48.2,29,213.8,991.8,97.5,8.5,,,,,2006-03-09T06:12:29,2006-03-09T17:50:14,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-10,11.6,3.6,6.9,11.6,-1.1,4.7,2.7,75.8,0.496,100,12.5,rain,0,0,,24.4,265.3,1006.7,77.3,13.9,,,,,2006-03-10T06:10:48,2006-03-10T17:51:23,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-11,18.3,6.8,13,18.3,4,11.9,8.6,75.9,2.933,100,20.83,rain,0,0,57.6,38.7,157.5,1012.7,79.8,12.8,,,,,2006-03-11T06:09:08,2006-03-11T17:52:32,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-12,13.4,5.1,8.5,13.4,0.7,6,5.1,80,3.658,100,25,rain,0,0,,28.8,36.3,1012.1,81.7,11.7,,,,,2006-03-12T06:07:27,2006-03-12T17:53:41,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
Chicago,2006-03-13,17,-0.1,8.6,17,-6.9,5.8,4.4,76.5,18.203,100,25,rain,0,0,83.2,51.2,250,999.8,92.1,13.8,,,,,2006-03-13T06:05:46,2006-03-13T17:54:50,0.46,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,72530594892,72212604879,72534804831,74466504838,72534714880,72534514834"
